Id,Name,Text,Colorway,Main_color,Category
104,Air Jordan 1 Retro High OG 'UNC Toe',"Inspired by Michael Jordan’s alma mater, the Air Jordan 1 Retro High OG ‘UNC Toe’ brings back the distinctive color blocking originally featured on the ‘Bred Toe’ AJ1 from 2018. The high-top utilizes an all-leather upper with white quarter panels and contrasting hits of black on the signature Swoosh and forefoot overlay. University Blue accents make their way to the toe box, heel and collar flap, marked with a retro Wings logo on the lateral side. A woven Nike tag atop the breathable nylon tongue delivers an OG-inspired touch. Lightweight cushioning arrives via a white rubber midsole with an Air-sole heel unit encapsulated in a polyurethane wedge. Underfoot, a blue rubber outsole provides durable traction with every step.",University Blue/Black/White,Blue,Lifestyle
105,adidas Yeezy Foam RNR MX Cinder,"The adidas Yeezy Foam RNNR MX Cinder is where high fashion meets innovative comfort. Wrapped in a MX Cinder colorway, this pair offers a unique combination of dark, earthy hues, giving it a versatile appeal that's equal parts streetwear-ready and avant-garde.

Constructed with a unique foam compound, the Yeezy Foam RNNR conforms to your foot for unparalleled comfort, while its distinctive, porous design gives off an out-of-this-world vibe. This sneaker pushes the boundaries of traditional footwear aesthetics and function, making it a must-have for trendsetters.With a fashion-forward design, the adidas Yeezy Foam RNNR MX Cinder not only elevates your style but promises ultimate comfort in every step. Take your sneaker game into the future.

The adidas Yeezy Foam RNNR MX Cinder released on May 31, 2023, with a retail price of $90.","
MX Cinder/MX Cinder/MX Cinder",Brown,Clogs
106,Air Jordan 3 Retro 'Midnight Navy',"The Air Jordan 3 Retro ‘Midnight Navy’ features OG-inspired color blocking that recalls the iconic ‘White Cement’ colorway from 1988. The classic silhouette dons a white tumbled leather upper, bolstered with the shoe’s iconic elephant-print overlays at the forefoot and heel. A Jumpman logo in Midnight Navy embellishes the tongue and molded back tab. The mid-top rides on an Air-assisted polyurethane midsole, finished in white with a contrasting splash of navy at the heel.",White/Midnight Navy/Cement Grey/Black,White,Lifestyle
107,adidas Yeezy Boost 350 V2 'Carbon Beluga',"The adidas Yeezy Boost 350 V2 ‘Carbon Beluga’ brings together vivid pops of color with a patterned design. Rope laces secure the breathable Primeknit upper, rendered in a dark grey finish with wavy black lines and contrasting orange speckles. On the lateral side, a matching orange stripe displays ‘SPLY-350’ branding. Responsive cushioning is provided by a full-length Boost midsole, housed within a ribbed TPU cage and supported underfoot by a durable rubber outsole.",Carbon Beluga/Steeple Gray/Solar Red,Grey,Lifestyle
108,Air Jordan 1 Retro High OG 'Chicago Lost & Found',"The Air Jordan 1 Retro High OG ‘Chicago Lost & Found’ brings back the iconic silhouette that started it all. Featuring the high-cut shape of the original 1985 release, the leather upper combines a white base with a black signature Swoosh and scarlet overlays at the forefoot and heel. Cracked black leather appears on the padded collar, while a vintage pre-yellowed finish is applied to the white rubber midsole. The vintage ‘80s aesthetic extends to the special packaging, highlighted by a damaged box plastered with sale stickers and topped with a mismatched replacement lid. An accompanying sales invoice is emblematic of a time when the Air Jordan 1 lingered on the shelves of mom and pop stores, eventually making their way into the hands of lucky customers at a steep discount.",Varsity Red/Black/Sail/Muslin,Red,Lifestyle
109,adidas Campus 00s Dark Green Cloud White,"The adidas Campus 00s Dark Green Cloud White comes in a dark green, cloud white, and off-white color scheme.

The Dark Green Cloud White adidas Campus 00s has an upper that is constructed from dark green suede. The shoe's padded collar offers support and comfort. The sneaker's rubber outsole is durable and provides traction and stability. The perforated ventilation holes on the sides of the upper of the shoe provide breathability. In addition, the shoe has an EVA midsole for padding and support. The shoe features the signature 3-Stripes logo on the lateral sides, ""CAMPUS"" text on one side, and Trefoil branding on the tongue and heel.

The adidas Campus 00s Dark Green Cloud White was released on March 15, 2023, and sold for a retail price of $110.","
Dark Green/Cloud White/Off White",Green,Lifestyle
110,Nike Dunk Low Smoke Grey Gum 3M Swoosh,"The Nike Dunk Low Smoke Grey Gum 3M Swoosh draws inspiration from the Nike Skateboarding Orange Label collection. However, the grey tone colorway and use of premium materials upgrade the classic low-top silhouette synonymous with Nike SB sneakers.

The grey suede and tumbled leather overlays balance out the clean, white upper and the light brown of the gum sole. The heel tabs, which feature ‘NIKE’ in white stitching, and the soft, cloth liner add additional accents in Light Iron Ore and Smoke Grey. Featuring laces with a reflective, speckled pattern, the lace cage houses a mesh tongue displaying Nike branding.

Something we love about this shoe is the 3M reflective detailing on the grey panel Swoosh. It increases visibility during low lighting and exemplifies the attention to detail found in this Nike Dunk Low variation. The Nike Dunk Low Smoke Grey Gum 3M Swoosh was released on October 3, 2023, and retailed at $115.",White/Light Iron Ore/Gum Light Brown/Smoke Grey,Grey,Lifestyle
111,Jordan 1 Retro High OG Satin Bred (Women's),"Unveiling the epitome of timeless design with the Jordan 1 Retro High OG Satin Bred (Women's) in the ever-classic Black/University Red/White colorway. The sophisticated satin finish adorns the iconic silhouette, exuding a blend of vintage charm and modern-day chic.

Every step in these sneakers resonates with the legacy of the Jordan brand, making a bold statement in today's fashion scene. The contrasting hues of black and university red, punctuated with white accents, embody a narrative of enduring style and basketball heritage.

Released on October 4th, 2023, at a retail price of $180, this trending sneaker is not just a pair of shoes, but a passport to a legacy celebrated across generations. Seize the essence of cool encapsulated in every stitch of the Jordan 1 Retro High OG Satin Bred, and step into a story that continues to redefine sneaker culture.","
Black/University Red/White",Red,Lifestyle
112,Nike Kobe 8 Protro Venice Beach (2024),"The Nike Kobe 8 Protro Venice Beach (2024) is a vivid canvas of Los Angeles’s iconic coastal neighborhood, embodying the spirit and vibrancy of Venice Beach. The sneaker’s colorway, featuring stadium grey, metallic silver, and tour yellow, is as dynamic and eclectic as the bustling boardwalks and vibrant street art that define the area. It’s a design that pays homage to Kobe Bryant's connection to the city, capturing the essence of its sun-drenched days and the creativity of its residents.

This re-release Protro of the Kobe 8 maintains the same look of the beloved original on the outside, but updates the tech found on the inside for the modern basketball player. This colorway taps into the heartbeat of Venice Beach, where athletes, artists, and dreamers converge. The sneaker's design showcases a blend of textures and hues that mirror the beach's energy, from the sunlit sands to the azure sky. The artistic strokes of red, yellow, and blue across the upper reflect the eclectic tapestry of the neighborhood, while the signature Nike Swoosh in a striking yellow captures the attention just like the gleaming California sun.

Snag your pair of the Nike Kobe 8 Protro Venice Beach 2024 which released on April 13, 2024, for $190, and step into a blend of style, comfort, and performance. As a staple piece in any Kobe fan's collection, or as the perfect sneaker for those inspired by the rich culture of Los Angeles, the Venice Beach 2024 edition is a celebration of history, art, and the spirit of one of basketball's greatest players. Make sure to add this iconic sneaker to your collection and carry forward the legacy of Kobe Bryant with every step.",Stadium Grey/Metallic Silver/Tour Yellow,Blue,Basketball
113,Marvel x Air Jordan 1 Retro High OG 'Next Chapter',"The Marvel x Air Jordan 1 Retro High OG ‘Next Chapter' delivers a collaborative colorway tied to the animated film 'Spider-Man: Across the Spider-Verse.’ A play on the original ‘Chicago’ colorway, this reimagined take on the sneaker icon features a white leather upper with black patent leather on the collar and Swoosh. Scarlet overlays are composed of a patchwork mix of different textures and prints — a pieced-together design that nods to the multidimensional Spiderman universe. A retro Wings logo is stamped on the lateral collar flap, while a woven Nike tag decorates the nylon tongue. The high-top rides on a rubber cupsole that pairs aged sidewalls with a crimson semi-translucent rubber outsole.",University Red/Black/White,Red,Lifestyle
114,Jordan 1 Retro Low '85 Neutral Grey,"The Jordan 1 Low 85 Neutral Grey represents an effort by Nike to return to the brand’s vintage roots. The sneaker finds inspiration in Michael Jordan’s first lifestyle sneaker, the Air Jordan 1 released in 1985, but bears a similar resemblance to the Nike Dunk Low.

Several details highlight the shoe’s vintage aesthetic, including the lightly pre-yellowed midsole that provides a worn-in appearance. The sneaker features a leather upper, perforations across the vamp, and a prominent Swoosh on the side. The Summit White, Light Smoke Grey, Neutral Grey, and Sail color blocking is similar to the OG version, but the grey tones are darker.

Our experts love that the Jordan 1 85 Neutral Grey updates the Air Jordan 1 Low OG Neutral Grey released in 2020. Unlike the first reissue of the OG model, the Jordan 1 85 Neutral Grey version offers more details that pay homage to the sneakers of 1985. The Jordan 1 Low 85 Neutral Grey was released on October 25, 2023, and retailed at $170.",Summit White/Light Smoke Grey-Neutral Grey-Sail,White,Lifestyle
115,Jordan 1 Retro High OG Black White,"The Jordan 1 Retro High OG Black White stands as a timeless pillar in sneaker culture, marrying the heritage of Michael Jordan's rookie silhouette with a sleek, monochromatic design. This sneaker speaks directly to those who appreciate the origins of sneaker culture while staying firmly rooted in the present. Its black and white colorway delivers a stark, yet sophisticated contrast that transcends fleeting trends, making it an enduring staple in any collection.

Crafted for the streets but born on the hardwood, the Jordan 1 Retro High OG Black White retains the classic elements that catapulted it to fame—premium materials, an Air-Sole unit for comfort, and the iconic Wings logo. This sneaker is not just a piece of history; it's a canvas for self-expression, appealing to the stylistic sensibilities of a new generation who values both legacy and modernity.

On February 24, 2024, the Jordan 1 Retro High OG Black White was released for $180, instantly becoming a cherished addition to the rotations of sneaker enthusiasts. Its clean and versatile aesthetic, combined with its storied past, cements its status as a lifestyle essential that pays homage to the past while stepping boldly into the future.",Black/White/White,Black,Lifestyle
116,adidas Yeezy Boost 350 V2 'MX Dark Salt',"The adidas Yeezy Boost 350 V2 ‘MX Dark Salt’ presents a nuanced colorway that merges a full spectrum of neutral tones. Secured with standard lace closure, the Primeknit upper is dressed in complementary shades of silver, grey and black. The swirling design is offset by a side stripe in black, which cuts through the lateral side and matches the webbing pull tab affixed to the heel. Responsive cushioning is provided by a full-length Boost midsole, wrapped in a ribbed TPU cage and supported by a grippy rubber outsole.",MX Dark Salt/MX Dark Salt/MX Dark Salt,Grey,Lifestyle
117,Vans Knu Skool Black White,"The Vans Knu Skool Black White is a classic skate shoe that combines style and functionality. The upper is made of durable suede and its black and white colorway is timeless and versatile, making it easy to pair with any outfit. The shoe features a padded collar and tongue for added support and comfort, while the signature rubber waffle outsole provides excellent grip and traction on the board. Released on February 18, 2023, the Vans Knu Skool Black White is priced at $75, making it an affordable option for those looking for a reliable skate shoe. The shoe is available in a range of sizes, ensuring a comfortable fit for everyone. Something we love about Vans Knu Skool Black White is its classic design that never goes out of style. Our experts think the best features of this shoe are its durable canvas upper, padded collar and tongue, and signature rubber waffle outsole. The standout feature of the Vans Knu Skool Black White is its timeless black and white colorway that can be dressed up or down. Our experts especially love the affordable price point, making it accessible to a wide range of consumers.",Black/True White,Black,Skateboarding
118,adidas Gazelle Indoor Bliss Pink Purple (Women's),"The adidas Gazelle Indoor Bliss Pink Purple (Women's) brings a Y2K update to the adidas Campus '80s. Infused with the skate vibes of the early 2000s, this sneaker for women pops with color and contrast.​
​​
​The upper of the 00s iteration of adidas Campus in a Bliss Lilac/​Collegiate Purple/​Core Black colorway features an upper made of pinkish purple suede with and a hit of black leather with adidas branding on the heel tab. Lighter purple laces criss-cross over a tonal pink suede tongue with a black adidas trefoil plate. The sock liner and insole match the upper, and the branding on the insole matches the laces. Grounding this updated sneaker firmly in classic adidas roots are the black leather adidas signature 3-Stripes on the quarter panel and the gold Campus branding above the top stripe. The outsole is in transluscent tan color with herringbone traction for ultimate grip.​
​​
​What we appreciate most about this shoe is the midsole. It's tan color harkens back to the Campus '80s while its platform height brings a new twist. The adidas Gazelle Indoor Bliss Pink Purple (Women's) was released on May 1, 2023 for $110 retail.​",Bliss Pink/Core Black/Collegiate Purple,Pink,Lifestyle
119,Nike P-6000 Premium Triple Black,"From the outsole to the lining, the Nike P-6000 Premium Triple Black applies an all-black colorway to the P-6000 Premium.

The ""Triple Black"" version finds inspiration in the technical running shoes from the 2000s decade and includes elements from various Pegasus models. The upper is made of airy mesh with a combination of synthetic and textile overlays. Lines in Tonal Black cross the upper and create the illusion of movement across the shoe. Cushioning in the midsole gives the shoe a slightly bulky appearance while protecting against impact stress. Branding details include Swooshes on the side panels, the heel tab, the outsole, and the toebox.

Something our StockX experts appreciate is the reflective detailing on the laces. It subtly breaks up the shoe’s all-black aesthetic, but only in the dark. The Nike P-6000 Premium Triple Black was released on September 25th, 2023, and retailed at $120.",Black/Anthracite/Black,Black,Lifestyle
120,New Balance 550 'White Green',"The New Balance 550 'White Green' outfits the retro hoops shoe in a varsity-inspired two-tone color scheme. Crisp white leather is utilized on the upper, fortified with a tonal suede toe cap and accented with a forest green 'N' logo. The verdant hue makes repeat appearances on the tongue tag, collar and external heel counter. The sneaker sits atop traditional cupsole tooling, featuring an exposed foam wedge on the medial side and a green rubber outsole underfoot.",White/Green,White,Lifestyle
121,Air Jordan 12 Retro 'Cherry' 2023,"The 2023 edition of the Air Jordan 12 Retro ‘Cherry’ reintroduces the OG colorway of the shoe that Michael Jordan wore during his penultimate championship season. Highlighted with radiating stitched lines, the white leather upper is fortified with lizard-textured overlays in a bold scarlet finish. The Jumpman logo graces the tongue in black embroidery, matching the shoe’s textile collar lining. The sneaker rides on a Phylon midsole with full-length Zoom Air cushioning. Underfoot, the semi-translucent red rubber outsole reveals black herringbone traction pods and an exposed carbon fiber shank plate.",White/White/Metallic Silver/Varsity Red,White,Lifestyle
122,Jordan 3 Retro Fear Pack (2023),"Dive into the past and embrace the future with the Jordan 3 Retro Fear Pack (2023). A decade after its initial release, this iconic colorway returns, capturing the essence of Jordan's legacy. Crafted from dark grey nubuck with tonal elephant print overlays, the design pays homage to the original while forging its own path. Black suede on the collar and tongue is set off by the embroidered Jumpman logo in Total Orange, a vibrant nod to Jordan's boldness on and off the court.

This sneaker is more than just a throwback—it's a statement. The eyelets echo the striking Total Orange, complemented by a second Jumpman icon on the back heel. The shoe is built for comfort and durability, with an orange-tinged Air-sole unit and a blend of 3 colors on the polyurethane midsole that blend performance with style. It's a perfect match for those who appreciate the history of the game and the evolution of sneaker culture.

The Air Jordan 3 ""Fear Pack"" is set to release on November 25th, 2023, retailing at $200. Available in full family sizes, this release is a piece of history reborn. Capture the spirit of MJ's own words, ""I'm scared of what I won't become"", and step into greatness with the Fear Pack.",Night Stadium/Total Orange-Black-Flat Pewter-Neutral Grey,Grey,Lifestyle
123,Nike Kobe 4 Protro Girl Dad,"The Nike Zoom Kobe 4 Protro Girl Dad celebrates the profound bond between Kobe Bryant and his daughters with a vibrant new colorway. This sneaker features a striking bicoastal and black upper with metallic silver accents, making it a stylish addition to any sneaker collection. The sneaker retains the sleek, low-cut silhouette that made the original Kobe 4 a game-changer, combining aesthetic appeal with high-performance functionality. Whether on the court or off, the Kobe 4 Protro offers the perfect blend of heritage and innovation. ​
​​
​ The Kobe 4 Protro is renowned for its revolutionary approach to basketball footwear, being the first in the Nike Kobe line to adopt a lower cut. This design choice not only enhanced mobility, but also set a new trend in basketball sneaker design. The Girl Dad edition Protro updates this iconic model with advanced technology, ensuring that modern players experience unparalleled comfort and support. This sneaker features ""Girl Dad"" embroiderd on the inside of the tongue & an orange insole with the iconic Kobe logo printed on top of it.. ​
​​
​ Priced at $190, the Nike Zoom Kobe 4 Protro Girl Dad was released on June 7, 2024. This release not only honors Kobe's legacy but also appeals to a new generation of hoopers with its fresh and dynamic design. Make sure to add this unique and meaningful sneaker to your collection, celebrating both style and heritage with every step.",Bicoastal/Black/Metallic Silver,Green,Basketball
124,Nike Wmns Dunk Low 'Medium Olive',"The Nike women’s Dunk Low ‘Medium Olive’ dresses the archival hoops shoe in traditional two-tone color blocking redolent of the model’s introductory ‘Be True to Your School’ series from 1985. The all-leather upper merges a crisp white base with olive green overlays and a color-matched Swoosh. Underpinning the sneaker is a traditional rubber cupsole, featuring white sidewalls that contain a lightweight foam wedge for a cushioned ride. Underfoot, the olive rubber outsole utilizes a traction pattern designed to grip the hardwood in all directions.",White/Medium Olive/White,Green,Lifestyle
125,Jordan 12 Retro Taxi Flip,"The Jordan 12 Retro Taxi Flip, also known as the ""Red Taxi,"" pays homage to designer Tinker Hatfield by reintroducing one of his signature silhouettes and the first Jordan Brand sneaker to house Zoom Air cushioning.

This sneaker features an upper made of white tumbled leather with lines of stitching radiating from the center. The black mudguard displays a lizard skin texture with a mid-foot Gym Red TPU overlay embossed with JUMPMAN. Gym Red can also be found on the Jumpman logo printed on the white leather tongue, the rubber outsole, and the 23 displayed at the base of the heel. The heel pull tab extends down the heel and houses Jordan Branding, including a Gym Red Jumpman logo and JORDAN lettering in gray.

Our StockX experts like the full-length midsole and the carbon fiber plate in the Phylon midsole. The Jordan 12 Retro Taxi Flip was released on May 25, 2024, and retailed at $200.",White/Gym Red/Black,White,Lifestyle
126,Nike KD 16 NRG Aunt Pearl,"The Nike KD 16 NRG Aunt Pearl continues the tradition of paying tribute to Kevin Durant’s Aunt Pearl, who offered support in his formative years and lost her battle with lung cancer in 2000.

This sneaker stands out from other ""Aunt Pearl"" variations due to the floral-debossed overlay which covers the mesh upper and features a paisley pattern. Durable TPU support wings connect to the midsole and boast rose-like blooms beneath a transparent seal. The Phylon midsole comes with a Zoom Air unit in the forefoot and a responsive Air Strobel unit beneath the heel. The sneaker features a primarily pink colorway of White, Fierce Pink, Pink Foam, and Hyper Pink.

Something our StockX experts love is the addition of fuzzy laces. These light-hued laces complement the textile-like mesh of the upper and the woven material that makes up the tongue. The Nike KD 16 NRG Aunt Pearl was released on October 27, 2023, and retailed at $170.",Pink Foam/White-Fierce Pink-Hyper Pink,Pink,Basketball
127,Nike SB Dunk Low The Powerpuff Girls Buttercup,"Embrace the bold and daring with the Nike SB Dunk Low The Powerpuff Girls Buttercup. This edition captures Buttercup's fearless and tough personality, reflected in the Mean Green/Black/Lotus Pink colorway. The design elements of the sneaker are as dynamic and powerful as Buttercup herself, making a strong statement.

The sneaker's striking color palette is complemented by its high-quality construction and attention to detail, embodying the spirit of the fierce Powerpuff Girl. This Dunk Low is not just a shoe; it's an expression of Buttercup's unyielding energy and charisma.

Released on December 14 at skate shops and on SNKRS, and priced at $135, the Nike SB Dunk Low The Powerpuff Girls Buttercup is a perfect mix of style and attitude. Sneaker enthusiasts and fans of the show will not want to miss this unique and spirited sneaker.",Mean Green/Black/Lotus Pink,Green,Skateboarding
128,New Balance 9060 Sea Salt White,"The New Balance 9060 Sea Salt White is a sleek and stylish sneaker that combines modern design with classic elements. The upper is made of premium leather and mesh, providing durability and breathability. The sea salt white colorway gives the shoe a clean and minimalist look, making it a versatile addition to any wardrobe. The release date for this shoe is January 14th, 2023, and with a retail price of $150. The New Balance 9060 Sea Salt White is perfect for those who want a comfortable and fashionable sneaker that can be worn for any occasion. With its high-quality materials and attention to detail, this shoe is sure to impress.",Sea Salt/White,White,Lifestyle
129,Nike Dunk Low 'Valerian Blue',"The Nike Dunk Low ‘Valerian Blue’ honors the retro silhouette’s college basketball roots with classic two-tone color blocking. The all-leather upper pairs a crisp white base with contrasting blue overlays and a color-matched signature Swoosh. Crimson Nike branding settles on the back tab, foam sockliner, and woven tongue tag. Underpinning the sneaker is a traditional rubber cupsole, featuring white sidewalls and a grippy blue rubber outsole.",Valerian Blue/White/University Red/Valerian Blue,Blue,Lifestyle
130,Nike Wmns Dunk Low 'Rose Whisper',"The Nike women’s Dunk Low ‘Rose Whisper’ brings a soft color palette to the vintage basketball shoe that debuted on the college hardwood in 1985. The low-top carries an all-leather upper that combines a clean white base with contrasting overlays in a subdued peach hue. A low-cut padded collar provides a comfortable fit, while a nylon tongue and perforated toe box offer increased airflow. Anchoring the retro silhouette is a traditional two-tone rubber cupsole.",White/Rose Whisper,Pink,Lifestyle
131,Nike SB Dunk Low Big Money Savings,"Introducing the Nike SB Dunk Low Big Money Savings, a sneaker that pays homage to the thrifty spirit and celebrates the art of the find. Released on April 17, 2024, these kicks are a perfect match for the crowd with a penchant for vintage vibes and sustainable fashion. Decked in a mix of baroque brown, summit white, sanddrift, dark smoke grey, and paradise aqua, the design mirrors the eclectic array of goods one might discover in antique, vintage and thrift shops.​
​​
​Constructed with a medley of premium materials, the Nike SB Dunk Low tells its unique story through textures that evoke the thrill of thrifting. You'll notice the suede overlays reminiscent of well-worn leathers and rope-textured laces that speak to the craft and quality of past eras. The sneaker's inner tongue features a boldly stated 'BIG MONEY SAVINGS' tag, a playful nod to the unexpected deals and steals found in the hunt for hidden gems.​
​​
​At $125, the Nike SB Dunk Low Big Money Savings is a narrative woven into each thread, inspired by a sustainable choice that resonates with the values of its wearers. It's an invitation to explore the stories behind the style, to embrace the patina of the past, and to make a fashion statement that is as conscious as it is cool.",Baroque Brown/Summit White-Sanddrift-Dark Smoke Grey-Paradise Aqua,Brown,Skateboarding
132,Jordan 3 Retro Green Glow,"The Air Jordan 3 Retro Green Glow is an electrifying addition to the Jordan lineage, incorporating a mesmerizing green glow color treatment that first captivated fans on the Jordan 4. This new colorway, set against a backdrop of black, green glow, wolf grey, and white, is a bold reinterpretation of the iconic Jordan 3 silhouette. Designed for the sneaker aficionado who appreciates the blend of classic design and innovative accents, this sneaker is a testament to Jordan Brand's commitment to evolution while honoring its heritage.

Since its original release, the Jordan 3 has been celebrated for its revolutionary design, including the introduction of the visible Air unit and the elephant print detailing. The Green Glow version elevates the classic with its vibrant accents, offering a fresh take on the model's celebrated features. It's a sneaker that bridges the past and the present, appealing to both long-time Jordan enthusiasts and a new generation seeking to make a statement with their footwear.

Launched on March 16, 2024, for $200, the Air Jordan 3 Retro Green Glow quickly lit up the sneaker community, becoming a must-have for collectors and style trendsetters. Its release is celebrated as a moment when the iconic Jordan 3 silhouette was reimagined with a bold, new colorway, inviting wearers to step into the glow of Jordan Brand's innovative legacy.",Black/Green Glow/Wolf Grey/White,Black,Lifestyle
133,Nike Mac Attack QS SP Travis Scott Cactus Jack,"The Nike Mac Attack QS SP Travis Scott Cactus Jack is unveiled in an engaging Light Smoke Grey, Black, and White color combination, incorporating a mix of leather and mesh across its upper. The mesh is prominently featured on the vamp and side panels, while high-quality leather forms the majority of the shoe’s construction.

This sneaker stands out with its gray and black color scheme, infused with the signature Travis Scott flair. The sneaker's standout feature is the iconic reverse Swoosh in black leather, adding a rebellious edge to its appearance. The Cactus Jack logo, embroidered on the spine, and a blue and black checkerboard pattern on the tongue tag add unique Travis Scott touches, completing the overall look.

What sets this sneaker apart is its functional design and comfortable fit. It features a white rubber midsole and a grey outsole, ensuring durability and stability. The Travis Scott x Nike Mac Attack QS SP Cactus Jack is set to release on December 19, 2023, at a retail price of $120, offering a perfect blend of style and performance for sneaker enthusiasts.","
Light Smoke Grey/Black-White",Grey,Lifestyle
134,Nike SB Dunk Low The Powerpuff Girls Bubbles,"The Nike SB Dunk Low The Powerpuff Girls Bubbles edition brings a playful and vibrant twist to the iconic Dunk Low silhouette. Inspired by the cartoon show, this Dunk Low is a perfect representation of sugar, spice, and everything nice, channeling the charm and energy of Bubbles. ​
​​
​Featuring the colorway Blue Chill/​Deep Royal Blue, this sneaker is a visual treat, capturing the essence of Bubbles' character. Each design element is thoughtfully crafted to reflect the cheerful and spirited nature of one of the beloved Powerpuff Girls. ​
​​
​Released on December 14 at skate shops and on December 15 on SNKRS, the Nike SB Dunk Low The Powerpuff Girls Bubbles was priced at $135. This sneaker is a must-have for fans of the series and sneaker collectors alike, offering a unique blend of nostalgia and style.",Blue Chill/Deep Royal Blue/Active Pink,Blue,Skateboarding
135,adidas Samba OG Black White Gum,"The adidas Samba Black-White Gum shoe, style B75807, is a product made from kangaroo leather with an innovative lightweight upper and gum rubber sole for grip. It features adidas stripes on its sides.

Of course, as their name suggests, the shoes are black and cloud-white and come with white or black shoelaces made of polyester and plastic. adidas Samba Black-White Gum’s tongue is branded with the adidas logo. Samba branding is just beneath the collar, close to the stripes on the sides of the sneakers.

The adidas Samba OG Black White Gum was originally released on January 6, 2018 at a retail price of $80, and now sits at a retail price of $100.",Core Black/Footwear White/Gum,Black,Lifestyle
136,Air Jordan 1 Retro Low OG 'Year of the Dragon',"The Air Jordan 1 Retro Low OG ‘Year of the Dragon’ celebrates the Year of the Dragon, featuring an off-white leather upper with scaly green overlays at the forefoot and heel. Dark crimson accents land on the laces, Nike Air tongue tag, signature Swoosh, and the Wings logo stitched atop the golden textile back tab. Inside the tongue displays a Jumpman intertwined with a dragon, while an ornate Jumpman logo decorates the sockliner. The low-top is mounted on a vintage off-white midsole, supported underfoot by a translucent rubber outsole.",Sail/Cedar/Oil Green/Light Pumice/Dark Team Red,Green,Lifestyle
137,Air Jordan 11 Retro 'Cherry',"The Air Jordan 11 Retro ‘Cherry’ showcases familiar two-tone color blocking that recalls the low-top AJ11 ‘Varsity Red’ from 2001. The upper is crafted from white ballistic mesh with tonal webbing eyelets and a shiny patent leather mudguard in a bold scarlet hue. Matching red accents land on the interior collar and an embroidered Jumpman on the white leather heel overlay. Lightweight cushioning arrives via a plush Phylon midsole, supported underfoot by a carbon fiber spring plate and a translucent rubber outsole.",White/Varsity Red/Black,White,Lifestyle
138,Nike SB Dunk Low Court Purple,"This skateboarding (SB) Nike SB Dunk Low Court Purple delivers a straightforward colorway of the classic silhouette. The Nike SB Dunk Low Court Purple uses a white leather upper with contrasting black overlays on the forefoot, eyestay, and collar. Court purple makes its appearance on the heel overlay, which is matched by the rubber outsole that features a grippy traction pattern originally designed for basketball courts. A Zoom Air unit in the heel and a padded tongue are included for maximum comfort.

The Nike SB Dunk Low Court Purple was released in January 2021 and retailed for $100. The Nike SB Dunk Low Court Purple restocked in January 2024 and retailed for $115.",Court Purple/Black/White,Purple,Skateboarding
139,adidas Yeezy Slides 'Flax',"The adidas Yeezy Slide ‘Flax’ complements the slip-on’s minimalist design with a monochrome finish in a dark beige hue. The pared-down sandal provides a comfortable fit, thanks to a molded one-piece build made with injected EVA. In addition to being lightweight and durable, the foam compound features natural cushioning properties for a smooth ride. The outsole utilizes a series of horizontal grooves, strategically placed for optimal traction and impact protection.",Flax/Flax/Flax,Brown,Sandals
140,adidas Samba OG Black Wonder White (Women's),"The adidas Samba OG Black Wonder White (Women's) is an iconic adidas silhouette inspired by indoor football from the 1950s. This updated version of the classic sports shoe is specifically sized for women and delivers adidas comfort, dependability, and cool, elegant style.

The Black Wonder White colorway of the Women's adidas Samba OG features a refined upper of nearly smooth black suede. Creamy white suede overlays the toe and forms the iconic adidas three stripes on the side panel. The heel is composed of matching creamy white leather with embossed horizontal stripes. The tongue is constructed of this same leather. Black adidas trefoil branding graces the tongue tag and Samba branding is printed along one of the three stripes.

The feature we enjoy most about this sneaker is its gum rubber sole unit. Gum rubber extends from the midsole onto the upper and forms the traction pattern on the outsole. The adidas Samba OG Black Wonder White (Women's) was released on December 7, 2023, for $100 retail.",Core Black/Wonder White/Silver Metallic,Black,Lifestyle
141,Birkenstock Boston Soft Footbed Suede Taupe,"The Birkenstock Boston Soft Footbed Suede Taupe is an all-year round clog. This shoe comes in a taupe color way.

This Boston Footbed model by Birkenstock was inspired by nature and has a soft suede upper that surrounds the foot. It also includes a soft footbed with an extra integrated foam layer for cushioning. One strap with a metal pin buckle that may be adjusted is also featured on this product.

The Birkenstock Boston Soft Footbed Suede Taupe made its first entry into the market on the 31st of August, 2021, with $155 as the recommended retail price.",Taupe,Grey,Sandals
142,Nike NOCTA Glide Drake White Chrome,"The Nike NOCTA Glide Drake White Chrome is an all-white version of the Nike NOCTA Glide, a collaboration between Nike and Canadian rapper Drake. The sneaker finds inspiration in the Nike Zoom Flight 95 but incorporates mesh instead of premium leather on the upper.

Like other iterations of the NOCTA Glide, the ""White Chrome"" model comes with bubble-like chrome detailing on the bulky, foam midsole and 3M reflective piping. A Zoom Air unit in the forefoot complements the Phylon midsole and adds extra cushioning. The midfoot overlay is made of a breathable woven textile and features a small Swoosh. In addition, NOCTA branding can be found on the padded tongue and debossed on the chrome details on the heel.

Something our experts love is the triple-branded insole, which features logos from Nike, NOCTA, and G-Tek. The Nike NOCTA Glide Drake White Chrome was released on October 27, 2023, and retailed at $160.",White/Chrome/University Gold,White,Lifestyle
